,YEAR,MONTH,DAY,SLP,SAT,SST,U,V,Dates
4432,1993.0,2.0,19.0,,,11.66569100781997,,0.01116360860743208,1993-02-19
4433,1993.0,2.0,20.0,,,11.906820916158006,,-0.0057449106571573145,1993-02-20
4434,1993.0,2.0,21.0,,,11.849028158487439,,-0.00035891539055954886,1993-02-21
4435,1993.0,2.0,22.0,,,11.960503739843006,,0.0060359755742050904,1993-02-22
4436,1993.0,2.0,23.0,,,12.187368972386706,,0.002738033086999431,1993-02-23
4437,1993.0,2.0,24.0,,,12.149154877471116,,-0.009643374180466421,1993-02-24
4438,1993.0,2.0,25.0,,,11.61800693567715,,0.0004950863660365542,1993-02-25
4439,1993.0,2.0,26.0,,,11.6593995770277,,-0.004006637911835855,1993-02-26
4440,1993.0,2.0,27.0,,,11.971678850141338,,0.0007222199351178133,1993-02-27
4441,1993.0,2.0,28.0,,,12.112131105352333,,6.059114224959234e-05,1993-02-28
4442,1993.0,3.0,1.0,,,12.12373805321416,,-0.0001608258258922648,1993-03-01
4443,1993.0,3.0,2.0,,,11.900920836245065,,0.0030513307052987843,1993-03-02
4444,1993.0,3.0,3.0,,,11.874712190779901,,-0.0002024999556066373,1993-03-03
4445,1993.0,3.0,4.0,,,12.002548931880328,,-0.005739301247040726,1993-03-04
4446,1993.0,3.0,5.0,,,12.301707571299474,,-0.006887957797925687,1993-03-05
4447,1993.0,3.0,6.0,,,12.13255547975458,,-0.003502579719327387,1993-03-06
4448,1993.0,3.0,7.0,,,11.97454402005182,,-0.00029216048481055354,1993-03-07
4449,1993.0,3.0,8.0,,,11.846333452920573,,0.0011386844583937091,1993-03-08
4450,1993.0,3.0,9.0,,,11.549310141819108,,0.002545558232916234,1993-03-09
4451,1993.0,3.0,10.0,,,11.384641585874665,,0.0020092401912219122,1993-03-10
4452,1993.0,3.0,11.0,,,11.47328646180455,,-0.005329613998802456,1993-03-11
4453,1993.0,3.0,12.0,,,11.901636906856865,,-0.00348971255760148,1993-03-12
4454,1993.0,3.0,13.0,,,11.790238789819774,,-0.00045066818505757684,1993-03-13
4455,1993.0,3.0,14.0,,,11.83888646340807,,0.0007396649190228872,1993-03-14
4456,1993.0,3.0,15.0,,,11.845472542190569,,0.0017207259683021845,1993-03-15
4457,1993.0,3.0,16.0,,,12.507896859119466,,0.0032728787361554663,1993-03-16
4458,1993.0,3.0,17.0,,,12.622244934507275,,0.007508245905235349,1993-03-17
4459,1993.0,3.0,18.0,,,12.340568208673805,,5.9916441901397765e-05,1993-03-18
4460,1993.0,3.0,19.0,,,12.280574674823177,,-0.004814687564669922,1993-03-19
4461,1993.0,3.0,20.0,,,12.657880744749686,,-0.008562384340936542,1993-03-20
4462,1993.0,3.0,21.0,,,12.71487985528203,,-0.011441775537365079,1993-03-21
4463,1993.0,3.0,22.0,,,12.825563615429434,,-0.007707043266625191,1993-03-22
4464,1993.0,3.0,23.0,,,12.784226945466216,,0.0023912648321364103,1993-03-23
4465,1993.0,3.0,24.0,,,12.65697078892578,,-0.004606367739002775,1993-03-24
4466,1993.0,3.0,25.0,,,12.594904089985926,,-0.00037666522808977795,1993-03-25
4467,1993.0,3.0,26.0,,,12.344027632118044,,-0.012473454431755106,1993-03-26
4468,1993.0,3.0,27.0,,,12.339596599657854,,-0.00026628620688537224,1993-03-27
4469,1993.0,3.0,28.0,,,12.291020208747527,,0.0008707586880065763,1993-03-28
4470,1993.0,3.0,29.0,,,12.292187569708627,,-0.0118178798243723,1993-03-29
4471,1993.0,3.0,30.0,,,12.32761214330286,,-0.005126862046582739,1993-03-30
4472,1993.0,3.0,31.0,,,12.17013681339324,,0.003594780384080853,1993-03-31
4473,1993.0,4.0,1.0,,,12.028195986538575,,-0.0010194893673260237,1993-04-01
4474,1993.0,4.0,2.0,,,11.971202884234257,,-0.003435438715661749,1993-04-02
4475,1993.0,4.0,3.0,,,12.133901067812277,,-0.0017254154228557744,1993-04-03
4476,1993.0,4.0,4.0,,,12.043291174897494,,-0.0024437681793192125,1993-04-04
4477,1993.0,4.0,5.0,,,11.929209981121929,,-0.005756267385080608,1993-04-05
4478,1993.0,4.0,6.0,,,12.301924316340056,,0.0012918712935297784,1993-04-06
4479,1993.0,4.0,7.0,,,12.718458943450985,,-0.0019999965094358065,1993-04-07
4480,1993.0,4.0,8.0,,,12.69792995039588,,0.0028357879485926703,1993-04-08
4481,1993.0,4.0,9.0,,,12.607891277773941,,0.0001328608296958405,1993-04-09
4482,1993.0,4.0,10.0,,,12.1595479694596,,-0.0027225585583210464,1993-04-10
4483,1993.0,4.0,11.0,,,11.940548007226123,,-0.012892877573238842,1993-04-11
4484,1993.0,4.0,12.0,,,11.924242818868649,,-0.009313666578941334,1993-04-12
4485,1993.0,4.0,13.0,,,11.930905749926016,,-0.012860370749987532,1993-04-13
4486,1993.0,4.0,14.0,,,12.433069183706515,,-0.006606764535386436,1993-04-14
4487,1993.0,4.0,15.0,,,12.55637242604718,,-0.002953812547892768,1993-04-15
4488,1993.0,4.0,16.0,,,12.483138267353935,,-0.0029613339605825888,1993-04-16
4489,1993.0,4.0,17.0,,,12.613512633030984,,0.007460511732482694,1993-04-17
4490,1993.0,4.0,18.0,,,13.050595379559596,,-0.0011904849275184938,1993-04-18
4491,1993.0,4.0,19.0,,,13.164897174250445,,-0.0055512713855843275,1993-04-19
4492,1993.0,4.0,20.0,,,12.811993619322994,,-4.681913543974712e-06,1993-04-20
4493,1993.0,4.0,21.0,,,12.719674227426006,,-0.00013226051440291147,1993-04-21
4494,1993.0,4.0,22.0,,,12.749787466248643,,-0.007907968417383272,1993-04-22
4495,1993.0,4.0,23.0,,,12.859902087051392,,-0.004791828668238665,1993-04-23
4496,1993.0,4.0,24.0,,,12.629475291187141,,-0.000802200284937411,1993-04-24
4497,1993.0,4.0,25.0,,,12.540830088834081,,-0.0008601539075751987,1993-04-25
4498,1993.0,4.0,26.0,,,12.58372693954225,,-0.009285172556511886,1993-04-26
4499,1993.0,4.0,27.0,,,12.453981479267494,,-0.014357671967040818,1993-04-27
4500,1993.0,4.0,28.0,,,11.944808401930347,,-0.014353277716321382,1993-04-28
4501,1993.0,4.0,29.0,,,11.56792247953451,,-0.014524883270735213,1993-04-29
4502,1993.0,4.0,30.0,,,11.589198798227985,,-0.0162169435952256,1993-04-30
4503,1993.0,5.0,1.0,,,11.565216430759602,,-0.015097982417276026,1993-05-01
4504,1993.0,5.0,2.0,,,11.433933935188751,,-0.013631121653365887,1993-05-02
4505,1993.0,5.0,3.0,,,11.618059224602135,,-0.0037279511476903055,1993-05-03
4506,1993.0,5.0,4.0,,,11.632330020832537,,-0.0064524365241405285,1993-05-04
4507,1993.0,5.0,5.0,,,12.261131712335244,,-0.009032856856734323,1993-05-05
4508,1993.0,5.0,6.0,,,12.576647655624509,,-0.004992763979051994,1993-05-06
4509,1993.0,5.0,7.0,,,12.607809620956886,,-0.012749931246848908,1993-05-07
4510,1993.0,5.0,8.0,,,12.787937541403586,,-0.01057299137085025,1993-05-08
4511,1993.0,5.0,9.0,,,12.666647810302461,,-0.0068292936553543005,1993-05-09
4512,1993.0,5.0,10.0,,,12.844559143442767,,0.0008479566399677844,1993-05-10
4513,1993.0,5.0,11.0,,,12.480052496528222,,-0.007258107616216023,1993-05-11
4514,1993.0,5.0,12.0,,,12.018246136525981,,0.003734476689061411,1993-05-12
4515,1993.0,5.0,13.0,,,12.017868628032813,,0.009702643436191656,1993-05-13
4516,1993.0,5.0,14.0,,,12.10862551341912,,0.0036699634002354507,1993-05-14
4517,1993.0,5.0,15.0,,,12.364289019309313,,-0.003129710151054357,1993-05-15
4518,1993.0,5.0,16.0,,,12.541449517761226,,-0.007478897512143045,1993-05-16
4519,1993.0,5.0,17.0,,,12.81713685631963,,0.00021672842169922005,1993-05-17
4520,1993.0,5.0,18.0,,,12.938742289710856,,0.007550095931327629,1993-05-18
4521,1993.0,5.0,19.0,,,13.041111804763709,,0.0071856660836395955,1993-05-19
4522,1993.0,5.0,20.0,,,13.503032586317177,,0.002973840312614712,1993-05-20
4523,1993.0,5.0,21.0,,,14.036964041204572,,-9.213455668792535e-05,1993-05-21
4524,1993.0,5.0,22.0,1013.675,14.125,13.625,0.00014459397616783202,-0.01099957072875986,1993-05-22
4525,1993.0,5.0,23.0,1010.7521739130436,13.730434782608695,13.865217391304348,0.0011919944379974224,-0.0017820053937729176,1993-05-23
4526,1993.0,5.0,24.0,1011.7434782608696,13.782608695652176,13.834782608695653,-0.0003566180371214223,0.008142184934999215,1993-05-24
4527,1993.0,5.0,25.0,1013.0875,13.933333333333335,13.675,0.0008985016968159234,0.00767237475121185,1993-05-25
4528,1993.0,5.0,26.0,1009.25,14.2375,13.675,-0.003005799589821966,0.013588743698742741,1993-05-26
4529,1993.0,5.0,27.0,1010.2916666666664,14.045833333333333,13.516666666666666,0.00036080682404284717,0.008099774427448034,1993-05-27
4530,1993.0,5.0,28.0,1013.5916666666667,14.254166666666668,14.258333333333333,-0.0003893382713031003,0.0069861449956657344,1993-05-28
4531,1993.0,5.0,29.0,1015.9458333333336,15.229166666666664,14.525,-0.0003745253105365759,0.010201959576789238,1993-05-29
4532,1993.0,5.0,30.0,1015.7833333333333,15.133333333333333,14.525,-0.0011170343560826742,0.00953713301167304,1993-05-30
4533,1993.0,5.0,31.0,1013.0208333333336,14.266666666666666,14.541666666666664,0.0008532084106184782,0.004011992984783545,1993-05-31
4534,1993.0,6.0,1.0,1015.7347826086957,14.89130434782609,14.908695652173915,0.0011514045039276942,0.00225819432841367,1993-06-01
4535,1993.0,6.0,2.0,1017.3833333333333,14.429166666666665,15.108333333333334,0.0007335667427478518,-0.005299637179830586,1993-06-02
4536,1993.0,6.0,3.0,1017.9347826086956,14.495652173913042,14.960869565217388,0.000967393810191549,-0.006086059968878443,1993-06-03
4537,1993.0,6.0,4.0,1011.475,13.487500000000002,14.933333333333332,0.00011071525585021406,0.0028970935480574327,1993-06-04
4538,1993.0,6.0,5.0,1007.7041666666668,13.35,14.779166666666667,0.0012127668650216822,-0.005981455699232487,1993-06-05
4539,1993.0,6.0,6.0,1012.3375,14.324999999999998,14.733333333333334,0.0013902773077712767,-0.009115375018108844,1993-06-06
4540,1993.0,6.0,7.0,1019.8916666666664,14.404166666666667,14.441666666666665,0.0008650557907113142,-0.008414816710347137,1993-06-07
4541,1993.0,6.0,8.0,1019.7409090909093,14.259090909090904,14.277272727272726,0.00022449051335672192,-0.014374353266674572,1993-06-08
4542,1993.0,6.0,9.0,1018.6083333333336,14.025,14.120833333333332,-0.0008021255888763847,-0.007471911492985275,1993-06-09
4543,1993.0,6.0,10.0,1018.35,13.891666666666666,13.429166666666667,0.000623156772454418,-0.009513930789160279,1993-06-10
4544,1993.0,6.0,11.0,1019.0999999999997,13.266666666666667,12.476190476190474,0.0005984555883868762,-0.015033256598922653,1993-06-11
4545,1993.0,6.0,12.0,1017.6791666666667,12.604166666666664,11.55,0.0008334390937007347,-0.012699656582918065,1993-06-12
4546,1993.0,6.0,13.0,1016.4541666666668,12.612500000000002,11.233333333333334,-0.00016289448508700042,-0.00863493013460082,1993-06-13
4547,1993.0,6.0,14.0,1017.7666666666668,12.7,11.4625,-0.0013144638484326786,-0.004016280676203951,1993-06-14
4548,1993.0,6.0,15.0,1018.7333333333332,12.920833333333334,11.183333333333332,0.0010357269999493037,-0.00888564302232934,1993-06-15
4549,1993.0,6.0,16.0,1014.7708333333336,12.758333333333335,10.258333333333333,0.00015044664930564486,-0.01537599426380039,1993-06-16
4550,1993.0,6.0,17.0,1011.8916666666668,12.270833333333336,10.225,-0.0003380558756530532,-0.009020120631136656,1993-06-17
4551,1993.0,6.0,18.0,1011.4041666666667,12.470833333333333,11.070833333333333,-0.0001489320449499817,-0.003376997800373255,1993-06-18
4552,1993.0,6.0,19.0,1013.0521739130437,11.708695652173915,10.530434782608696,-0.00031958182183234435,-0.009259266780699308,1993-06-19
4553,1993.0,6.0,20.0,1011.3375,11.333333333333336,9.841666666666667,0.0006252401418163098,-0.010302418382572565,1993-06-20
4554,1993.0,6.0,21.0,1014.2000000000003,11.925,9.916666666666666,0.002355307884440084,-0.0105086026259521,1993-06-21
4555,1993.0,6.0,22.0,1020.0125,12.004166666666665,9.804166666666667,0.0016201408565147699,-0.01323073100904892,1993-06-22
4556,1993.0,6.0,23.0,1019.2083333333336,12.154166666666667,9.620833333333334,0.0013284323092832265,-0.016390393090824528,1993-06-23
4557,1993.0,6.0,24.0,1014.6478260869563,12.41304347826087,9.569565217391306,-0.00026679504835526425,-0.013298030721149304,1993-06-24
4558,1993.0,6.0,25.0,1012.1458333333336,12.279166666666667,10.658333333333333,-0.0005744317882982456,-0.0066626965641726965,1993-06-25
4559,1993.0,6.0,26.0,1011.2666666666668,11.783333333333333,9.975,-0.0005061184840566773,-0.01122223998885255,1993-06-26
4560,1993.0,6.0,27.0,1011.5750000000003,11.870833333333332,9.658333333333333,0.00020764911219794792,-0.014300580573324069,1993-06-27
4561,1993.0,6.0,28.0,1011.4217391304347,12.1,9.865217391304343,0.002595596051343465,-0.018813863319679783,1993-06-28
4562,1993.0,6.0,29.0,1012.8375,11.841666666666667,9.520833333333334,0.0011042503922441902,-0.016058061845360714,1993-06-29
4563,1993.0,6.0,30.0,1012.7217391304347,12.230434782608693,9.752173913043476,0.0008318192450922822,-0.017076125900035374,1993-06-30
4564,1993.0,7.0,1.0,1011.7,12.083333333333336,9.9,0.0014513334724163085,-0.016717489263011708,1993-07-01
4565,1993.0,7.0,2.0,1011.65,12.0375,9.295833333333333,0.0012115376252442767,-0.01770321659505216,1993-07-02
4566,1993.0,7.0,3.0,1011.0208333333336,11.887499999999998,9.558333333333334,0.0004996021422626497,-0.01585745040261485,1993-07-03
4567,1993.0,7.0,4.0,1009.0958333333333,11.8125,9.65,0.00016445307672333562,-0.013403916247931408,1993-07-04
4568,1993.0,7.0,5.0,1009.3826086956523,11.375,9.704166666666667,0.00017546661207319314,-0.003969982687372917,1993-07-05
4569,1993.0,7.0,6.0,1011.6791666666667,9.866666666666667,10.070833333333333,0.0011295922650915505,0.0019706469021371813,1993-07-06
4570,1993.0,7.0,7.0,1009.4565217391304,10.256521739130434,10.39130434782609,-0.00048593267130113876,-0.0007557062959119375,1993-07-07
4571,1993.0,7.0,8.0,1008.5318181818179,11.000000000000002,10.013636363636364,-0.0009167850936823018,-0.006394778707632079,1993-07-08
4572,1993.0,7.0,9.0,1010.9125,10.866666666666665,10.683333333333332,-0.00035116730272559605,-0.0022386685578093366,1993-07-09
4573,1993.0,7.0,10.0,1013.4083333333334,11.404166666666667,10.8,-0.0013445903136078384,-0.0063488335059045655,1993-07-10
4574,1993.0,7.0,11.0,1014.5791666666668,11.666666666666664,10.945833333333333,-0.0012275206549127893,-0.005673490295344193,1993-07-11
4575,1993.0,7.0,12.0,1014.4625,11.758333333333333,10.345833333333333,-0.0003534434486335717,-0.016616749418969564,1993-07-12
4576,1993.0,7.0,13.0,1014.2045454545456,11.595454545454546,9.85909090909091,0.0011636514906563158,-0.01867827220868574,1993-07-13
4577,1993.0,7.0,14.0,1017.3000000000003,11.65217391304348,9.734782608695653,0.002315046558505678,-0.0174594786013548,1993-07-14
4578,1993.0,7.0,15.0,1018.3958333333336,11.729166666666664,9.666666666666666,0.0021034000364796067,-0.016444013338386958,1993-07-15
4579,1993.0,7.0,16.0,1017.6416666666668,11.7875,9.4875,0.0023616164261761035,-0.016356372401121703,1993-07-16
4580,1993.0,7.0,17.0,1017.7208333333333,11.629166666666668,9.3125,-0.0002043482955340247,-0.012334506028900424,1993-07-17
4581,1993.0,7.0,18.0,1017.5913043478264,11.321739130434782,9.334782608695653,-0.0005688054266532932,-0.01093202659427261,1993-07-18
4582,1993.0,7.0,19.0,1018.05,11.720833333333333,9.966666666666667,0.000913646024668866,-0.008709497996943441,1993-07-19
4583,1993.0,7.0,20.0,1018.3217391304347,12.125,10.270833333333334,0.0001966505143953364,-0.007127327642360219,1993-07-20
4584,1993.0,7.0,21.0,1017.0333333333333,12.166666666666664,10.4375,0.00021791109575882643,-0.008169981360452678,1993-07-21
4585,1993.0,7.0,22.0,1018.8958333333336,12.5625,11.595833333333335,-0.0004955002099747953,-0.0024003552869057373,1993-07-22
4586,1993.0,7.0,23.0,1017.0666666666666,13.2125,11.758333333333333,1.963256743910885e-05,-0.007579348758008054,1993-07-23
4587,1993.0,7.0,24.0,1013.5458333333332,12.6,10.708333333333334,-2.3497624451927665e-05,-0.015266394351093062,1993-07-24
4588,1993.0,7.0,25.0,1014.6541666666667,12.016666666666666,10.824999999999998,0.0001305709067464858,-0.002338449196694486,1993-07-25
4589,1993.0,7.0,26.0,1016.7083333333336,11.9625,11.65,2.1492728063087195e-05,-0.00012459548049641893,1993-07-26
4590,1993.0,7.0,27.0,1014.6083333333332,11.583333333333336,12.654166666666667,0.0005798066780034032,0.0017335149460330965,1993-07-27
4591,1993.0,7.0,28.0,1014.0416666666664,12.458333333333336,14.391666666666666,0.0004491013326092372,0.002224908514685253,1993-07-28
4592,1993.0,7.0,29.0,1016.6739130434784,13.64782608695652,14.660869565217387,5.172400300985347e-06,-0.006395997973929244,1993-07-29
4593,1993.0,7.0,30.0,1019.125,14.475,14.370833333333332,-0.00110659779335043,-0.009207412817565364,1993-07-30
4594,1993.0,7.0,31.0,1019.0304347826088,14.391304347826084,13.908695652173915,-0.001270281570517973,-0.007789185418670338,1993-07-31
4595,1993.0,8.0,1.0,1015.3913043478263,14.821739130434782,14.099999999999998,-0.00027425913393634867,-0.0042759792708429185,1993-08-01
4596,1993.0,8.0,2.0,1011.1375000000003,14.875,14.779166666666667,0.0006283969873127126,0.0006912290206997548,1993-08-02
4597,1993.0,8.0,3.0,1010.6043478260872,14.2,14.604545454545452,0.0011013148828874838,0.004984387967127232,1993-08-03
4598,1993.0,8.0,4.0,1014.1083333333336,14.15,14.116666666666667,0.00046325660763978967,0.003115315360680277,1993-08-04
4599,1993.0,8.0,5.0,1018.4166666666664,14.241666666666667,14.120833333333332,-0.00044988790455375926,-0.00041309318042513714,1993-08-05
4600,1993.0,8.0,6.0,1016.6958333333333,13.308333333333332,13.666666666666664,-0.00048237480998317893,-0.007670890073940753,1993-08-06
4601,1993.0,8.0,7.0,1011.2958333333332,13.8625,13.354166666666664,0.00023109018845216957,-0.007386818078859686,1993-08-07
4602,1993.0,8.0,8.0,1012.1791666666667,13.879166666666668,14.0375,0.0006262821652606323,-0.0032135354344419768,1993-08-08
4603,1993.0,8.0,9.0,1016.75,13.583333333333336,13.791666666666664,0.00014603419446324362,-0.0012021840081205704,1993-08-09
4604,1993.0,8.0,10.0,1018.8916666666668,14.074999999999998,14.4125,0.00015973401278116415,-0.002069675614772938,1993-08-10
4605,1993.0,8.0,11.0,1019.1434782608696,14.886956521739124,14.343478260869565,0.0009899402099748569,-0.00538460684181721,1993-08-11
4606,1993.0,8.0,12.0,1016.6681818181821,14.527272727272726,13.93181818181818,-5.357801206302785e-05,-0.010450717839725728,1993-08-12
4607,1993.0,8.0,13.0,1014.6190476190473,14.095238095238097,13.680952380952382,-6.227574820948454e-05,-0.012283099140451106,1993-08-13
4608,1993.0,8.0,14.0,1013.2739130434784,13.665217391304353,12.91304347826087,-0.0002417551531060857,-0.012557553303917723,1993-08-14
4609,1993.0,8.0,15.0,1013.7666666666668,13.639130434782611,12.713043478260872,0.0017575465920079414,-0.005079931340820578,1993-08-15
4610,1993.0,8.0,16.0,1015.6652173913043,13.282608695652176,13.03913043478261,-0.0003874093712755053,-0.0043896657972248895,1993-08-16
4611,1993.0,8.0,17.0,1015.175,13.433333333333332,12.8125,-0.0007088737578112062,-0.008547502702943762,1993-08-17
4612,1993.0,8.0,18.0,1013.4565217391304,13.234782608695653,12.669565217391305,-0.0008837039830414902,-0.010170319395684649,1993-08-18
4613,1993.0,8.0,19.0,1012.55,13.529166666666667,12.15,0.0014655004103574525,-0.009884428694402585,1993-08-19
4614,1993.0,8.0,20.0,1016.5666666666666,12.883333333333333,12.291666666666664,0.0002662423673553306,-0.00244779887332052,1993-08-20
4615,1993.0,8.0,21.0,1017.2208333333333,12.916666666666664,12.070833333333335,-0.0012560189978189258,-0.006747332842041695,1993-08-21
4616,1993.0,8.0,22.0,1014.1217391304344,13.204347826086956,12.130434782608695,-0.0010394955906763103,-0.007283007411309749,1993-08-22
4617,1993.0,8.0,23.0,1015.0833333333336,13.191666666666668,12.354166666666664,-0.0006672813770116501,-0.007735442191652297,1993-08-23
4618,1993.0,8.0,24.0,1013.6166666666667,13.366666666666667,11.1625,0.000735436231364767,-0.019534848477116867,1993-08-24
4619,1993.0,8.0,25.0,1013.1125,12.4875,10.404166666666667,-0.0012142806699502653,-0.015123563904539894,1993-08-25
4620,1993.0,8.0,26.0,1014.3416666666666,11.745833333333332,10.266666666666666,-0.0006417125479083938,-0.008691245153078125,1993-08-26
4621,1993.0,8.0,27.0,1015.8666666666667,11.433333333333332,10.3,-0.00035504132119168686,-0.005708315447174438,1993-08-27
4622,1993.0,8.0,28.0,1013.1166666666667,11.933333333333332,10.570833333333333,-0.0006388337463867032,-0.004053542181091579,1993-08-28
4623,1993.0,8.0,29.0,1010.0083333333333,12.020833333333336,11.075,0.0009751168589611412,-0.0004924932319980046,1993-08-29
4624,1993.0,8.0,30.0,1010.9375,12.695833333333333,11.729166666666664,2.712042552199439e-05,0.002329813761756752,1993-08-30
4625,1993.0,8.0,31.0,1012.9166666666664,13.679166666666667,12.158333333333333,-3.9769595989493703e-05,0.002458120593842721,1993-08-31
4626,1993.0,9.0,1.0,1015.3956521739133,13.534782608695652,12.97391304347826,-0.0006692629690573955,-0.0005155739793903048,1993-09-01
4627,1993.0,9.0,2.0,1016.0478260869568,11.882608695652175,12.1304347826087,-0.0011489585492563026,-0.008079018737793448,1993-09-02
4628,1993.0,9.0,3.0,1018.1458333333336,12.6,12.079166666666666,-0.00011597238510145483,-0.00772507102112575,1993-09-03
4629,1993.0,9.0,4.0,1018.85,12.7375,12.3125,0.0008327604694271943,-0.008131710776656063,1993-09-04
4630,1993.0,9.0,5.0,1014.5166666666668,13.220833333333333,12.441666666666665,0.0005943826007654753,-0.007290874678130964,1993-09-05
4631,1993.0,9.0,6.0,1013.0695652173912,13.434782608695652,13.18695652173913,0.0005965784883269796,-0.004193905599153636,1993-09-06
4632,1993.0,9.0,7.0,1017.9956521739133,13.24347826086957,13.739130434782606,-0.0014657362845138678,-0.004100547443532931,1993-09-07
4633,1993.0,9.0,8.0,1018.0333333333334,11.9125,13.420833333333334,8.581153806387682e-05,-0.0049223318708974785,1993-09-08
4634,1993.0,9.0,9.0,1014.7458333333333,12.25,13.466666666666667,-0.0004615886466855588,-0.007305348802741797,1993-09-09
4635,1993.0,9.0,10.0,1015.3956521739133,13.608695652173916,13.62173913043478,-0.0013433466749112981,-0.0030495544900273138,1993-09-10
4636,1993.0,9.0,11.0,1016.5083333333333,14.137499999999998,13.608333333333334,-0.0003758246746115547,-0.007943682851467996,1993-09-11
4637,1993.0,9.0,12.0,1011.5916666666666,13.508333333333335,12.5875,-0.0018621826015182386,-0.016837077112421137,1993-09-12
4638,1993.0,9.0,13.0,1007.9565217391304,12.921739130434782,12.38695652173913,-0.0008267289655524571,-0.007324877113273047,1993-09-13
4639,1993.0,9.0,14.0,1013.3583333333332,12.333333333333336,12.366666666666667,0.0017116035681045128,0.00501654854264621,1993-09-14
4640,1993.0,9.0,15.0,1016.2666666666668,13.0125,12.9375,2.5618503665310035e-05,-0.0006948554524498812,1993-09-15
4641,1993.0,9.0,16.0,1015.0041666666666,13.1375,12.775,3.692656359757752e-05,-0.005619350261700541,1993-09-16
4642,1993.0,9.0,17.0,1016.5625,13.083333333333336,12.804166666666667,0.0006838135659608504,-0.0052396637444047855,1993-09-17
4643,1993.0,9.0,18.0,1017.2916666666664,12.941666666666668,12.6625,-0.00032442636484432966,-0.010872117479365824,1993-09-18
4644,1993.0,9.0,19.0,1013.9208333333332,12.733333333333334,12.641666666666666,-0.0007813156979613648,-0.007020779640619322,1993-09-19
4645,1993.0,9.0,20.0,1011.3541666666664,13.025,12.6125,-0.0010384492268742463,-0.009102113036612734,1993-09-20
4646,1993.0,9.0,21.0,1013.375,12.395833333333336,12.291666666666664,-0.0007643397380307561,-0.005749092667412162,1993-09-21
4647,1993.0,9.0,22.0,1013.7208333333333,11.6,12.541666666666664,-3.5439205370565915e-05,-0.0052178669977131255,1993-09-22
4648,1993.0,9.0,23.0,1016.3083333333334,10.829166666666666,12.775,-0.000591051086213565,-0.0024554058285962644,1993-09-23
4649,1993.0,9.0,24.0,1017.5833333333333,10.566666666666668,13.345833333333333,-0.0004985709328980512,-0.003054011885347029,1993-09-24
4650,1993.0,9.0,25.0,1016.3791666666666,10.6625,13.470833333333333,-0.0005299864970053324,-0.003003530888009391,1993-09-25
4651,1993.0,9.0,26.0,1017.2374999999997,10.241666666666667,13.616666666666667,6.497849066823425e-07,-0.001789632607589852,1993-09-26
4652,1993.0,9.0,27.0,1020.2083333333336,11.683333333333332,12.466666666666667,-0.0018209692734428,-0.0077534343927236375,1993-09-27
4653,1993.0,9.0,28.0,1018.2666666666668,12.008333333333335,11.491666666666667,-1.1399678115302326e-05,-0.009394837216381574,1993-09-28
4654,1993.0,9.0,29.0,1013.9208333333332,11.220833333333333,11.3875,-0.0008002246428000133,-0.008221444290490884,1993-09-29
4655,1993.0,9.0,30.0,1016.4291666666667,11.6125,12.333333333333336,0.0005297916388015088,0.003305682740875109,1993-09-30
4656,1993.0,10.0,1.0,1019.7083333333336,11.987500000000002,12.829166666666667,-0.0013573085653529025,-0.005144648915973621,1993-10-01
4657,1993.0,10.0,2.0,1017.6125,11.479166666666664,11.916666666666664,-0.00035427728168122127,-0.00779395559621517,1993-10-02
4658,1993.0,10.0,3.0,1017.5434782608696,11.360869565217392,11.413043478260873,-0.0003930898148441634,-0.0071234962200369565,1993-10-03
4659,1993.0,10.0,4.0,1015.4208333333332,12.325,11.716666666666667,-0.00016251710631847108,-0.0041794158407438406,1993-10-04
4660,1993.0,10.0,5.0,1015.2916666666664,12.074999999999998,11.7125,-0.00014309205668320407,-0.0006212112308899327,1993-10-05
4661,1993.0,10.0,6.0,1019.0,12.320833333333333,11.975,-0.00041025253344322297,-0.0014301417970718634,1993-10-06
4662,1993.0,10.0,7.0,1019.2739130434784,12.360869565217389,11.882608695652172,-0.0009095099585190664,-0.006382550895038209,1993-10-07
4663,1993.0,10.0,8.0,1015.8826086956523,12.92608695652174,11.482608695652175,-4.435168060661064e-05,-0.006701059915191379,1993-10-08
4664,1993.0,10.0,9.0,1012.4166666666664,12.304166666666665,11.9375,-0.0003062242428098617,7.363050951667059e-05,1993-10-09
4665,1993.0,10.0,10.0,1012.6708333333332,13.658333333333333,11.979166666666664,0.0009548463430435332,0.011415777188248162,1993-10-10
4666,1993.0,10.0,11.0,1014.4666666666666,13.958333333333336,12.4125,-0.0004285257680560935,0.011177830942038731,1993-10-11
4667,1993.0,10.0,12.0,1019.6916666666666,13.758333333333333,13.220833333333333,0.00011917418333666773,0.0038890751751744657,1993-10-12
4668,1993.0,10.0,13.0,1017.9166666666664,13.091666666666667,13.6,-0.00048155665970013497,-0.00035493873094387613,1993-10-13
4669,1993.0,10.0,14.0,1016.0916666666667,13.204166666666666,13.879166666666665,-0.0005970696491997845,0.0017332953293015699,1993-10-14
4670,1993.0,10.0,15.0,1014.5791666666668,14.216666666666667,13.725,0.0006791576058900412,0.003909177109129286,1993-10-15
4671,1993.0,10.0,16.0,1015.3583333333332,13.954166666666666,13.6625,-3.2094003881094625e-05,-0.004081520563933329,1993-10-16
4672,1993.0,10.0,17.0,1015.0416666666664,13.391666666666666,13.216666666666667,-0.000205125282202319,-0.011164700489441593,1993-10-17
